Name	PValue	PFDR	up-regulation or down-regulation
CCDC68	1.6739E-34	1.87522E-33	down-regulation
CDHR2	4.38083E-11	2.56716E-11	down-regulation
STEAP4	5.93098E-22	1.24725E-21	up-regulation
GKN1	3.65429E-27	1.48698E-26	down-regulation
CAMK1D	4.63055E-32	3.59901E-31	up-regulation
KLF4	7.02843E-25	2.12237E-24	down-regulation
AAMDC	2.65081E-12	1.79172E-12	down-regulation
BNC2	1.39974E-35	1.80804E-34	up-regulation
SPATA6	2.34001E-12	1.59292E-12	down-regulation
FAM46C	2.36612E-31	1.62348E-30	down-regulation
TUBAL3	0.012496594	0.002636354	down-regulation
FAM83E	1.96469E-24	5.59747E-24	down-regulation
EPN3	1.58694E-21	3.1894E-21	down-regulation
VGLL3	4.02556E-19	6.22824E-19	up-regulation
EDEM3	5.78816E-27	2.28608E-26	down-regulation
ACKR4	6.76004E-37	1.1003E-35	down-regulation
FAM86C1	2.16922E-32	1.78944E-31	up-regulation
SGK2	5.84211E-42	2.18607E-40	down-regulation
FER1L4	5.90058E-17	7.03124E-17	down-regulation
BTNL8	3.21609E-07	1.20942E-07	down-regulation
PLA2G2D	1.39218E-20	2.54183E-20	up-regulation
DNAJC22	2.44174E-26	8.95221E-26	down-regulation
CSAG2	2.84979E-13	2.14824E-13	up-regulation
CSAG3	2.84979E-13	2.14779E-13	up-regulation
ARL14	4.27897E-30	2.49297E-29	down-regulation
PRPF39	5.3116E-52	1.07107E-49	down-regulation
ADAMTSL4	1.64545E-39	4.23576E-38	up-regulation
PDZRN4	2.94676E-22	6.47443E-22	up-regulation
GOLGA2P7	1.25995E-16	1.44174E-16	down-regulation
LOC101929479	1.25995E-16	1.44128E-16	down-regulation
LOC642423	1.25995E-16	1.44083E-16	down-regulation
LOC727751	1.25995E-16	1.44038E-16	down-regulation
LOC80154	2.13466E-16	2.36294E-16	down-regulation
LOC202181	8.71209E-08	3.50421E-08	down-regulation
SYTL2	4.10768E-35	4.98646E-34	down-regulation
LRRC31	1.48508E-07	5.81169E-08	down-regulation
HEYL	6.05104E-38	1.19365E-36	up-regulation
ADAMTS8	2.48654E-20	4.38975E-20	up-regulation
CWH43	5.28279E-13	3.87291E-13	down-regulation
ZNF580	2.82683E-33	2.61746E-32	up-regulation
LEPRE1	1.59103E-37	2.88745E-36	up-regulation
CRYL1	1.4951E-07	5.84648E-08	down-regulation
LIMS2	4.71221E-21	9.0592E-21	up-regulation
APOLD1	2.29902E-42	9.81726E-41	up-regulation
GPR110	1.63863E-06	5.67041E-07	down-regulation
PRDM16	1.73626E-27	7.29405E-27	down-regulation
MANSC1	5.077E-32	3.92081E-31	down-regulation
RAB23	3.82653E-25	1.20147E-24	up-regulation
C1QTNF1	2.188E-33	2.07355E-32	up-regulation
SNX27	3.77437E-34	3.99409E-33	up-regulation
CTNNBL1	4.31619E-15	4.10328E-15	down-regulation
SLC2A10	9.63929E-12	6.11668E-12	down-regulation
DENND2D	2.74315E-30	1.66779E-29	down-regulation
KCNE2	1.21305E-09	6.01251E-10	down-regulation
WDR52	9.16412E-24	2.393E-23	down-regulation
A4GNT	6.22225E-07	2.26299E-07	down-regulation
FAM135A	8.86993E-17	1.03156E-16	down-regulation
SYNC	4.96053E-33	4.39148E-32	up-regulation
MZB1	5.45852E-07	2.00107E-07	down-regulation
ADAMTS12	3.8409E-37	6.57604E-36	up-regulation
YIPF5	2.78248E-32	2.23935E-31	down-regulation
GLT8D2	6.0923E-22	1.27821E-21	up-regulation
MED17	5.34893E-18	7.17473E-18	down-regulation
PLVAP	1.79824E-43	9.59853E-42	up-regulation
FAIM3	1.7182E-15	1.71804E-15	up-regulation
STAP2	8.60715E-11	4.87E-11	down-regulation
HSPB8	3.00008E-11	1.7975E-11	up-regulation
ACAD8	1.17952E-43	6.38996E-42	down-regulation
COL5A2	2.78306E-36	3.99272E-35	up-regulation
G6PC3	6.50038E-61	2.94928E-58	up-regulation
KDM7A	8.12441E-24	2.12763E-23	down-regulation
KIAA1598	4.10391E-23	9.95044E-23	down-regulation
C5orf30	1.30951E-32	1.10795E-31	down-regulation
DCAF15	2.89787E-46	2.3374E-44	up-regulation
PAIP2B	2.88869E-10	1.53671E-10	down-regulation
KIAA1324	2.53608E-13	1.92294E-13	down-regulation
FAM174B	2.2404E-12	1.52798E-12	down-regulation
COL8A2	2.2212E-26	8.20999E-26	up-regulation
GUCY1A3	1.97174E-33	1.87842E-32	up-regulation
C1orf174	1.39504E-24	4.0769E-24	down-regulation
LOC102725271	6.9945E-18	9.18846E-18	up-regulation
AMIGO2	9.72106E-18	1.25255E-17	up-regulation
NSUN6	1.98803E-20	3.55988E-20	down-regulation
ADAMTS1	4.45053E-35	5.34898E-34	up-regulation
RP11-769O8.3	5.59995E-39	1.27037E-37	up-regulation
ZNF112	2.35514E-25	7.6393E-25	down-regulation
SMIM14	1.95716E-18	2.77169E-18	down-regulation
TUBBP5	4.38616E-07	1.62485E-07	down-regulation
SLC44A1	8.55636E-31	5.54585E-30	down-regulation
BAIAP2L1	3.92062E-27	1.59E-26	down-regulation
HSD3B7	8.55193E-23	1.98851E-22	up-regulation
CENPK	4.30091E-07	1.59409E-07	down-regulation
TMEM38A	2.32985E-28	1.09825E-27	down-regulation
FLVCR1	4.38933E-18	5.94692E-18	down-regulation
MAF1	2.90003E-46	2.28829E-44	up-regulation
C1orf198	9.01535E-38	1.70431E-36	up-regulation
CCNDBP1	4.16022E-25	1.30062E-24	down-regulation
SFRP2	5.89728E-42	2.1842E-40	up-regulation
KIAA1147	2.15696E-12	1.47495E-12	down-regulation
ZHX1	2.37194E-26	8.73159E-26	down-regulation
CGN	1.83819E-20	3.31446E-20	down-regulation
SMOC2	2.9452E-22	6.47492E-22	up-regulation
GSKIP	1.04657E-11	6.60874E-12	down-regulation
SMIM3	4.45144E-08	1.85311E-08	up-regulation
NTN4	1.95356E-13	1.50196E-13	down-regulation
CCDC3	3.10185E-24	8.63395E-24	up-regulation
BOK	6.64595E-23	1.55831E-22	up-regulation
GLIS2	2.87487E-15	2.79604E-15	up-regulation
TSHZ3	7.98756E-22	1.6548E-21	up-regulation
KBTBD7	5.36566E-28	2.43141E-27	down-regulation
RAVER1	2.62528E-25	8.41031E-25	up-regulation
GBP3	5.5846E-10	2.88134E-10	down-regulation
RASD1	9.58028E-14	7.67113E-14	up-regulation
RGMA	1.13862E-23	2.94571E-23	up-regulation
CRISPLD1	7.43603E-42	2.67231E-40	up-regulation
TMEM120A	1.83267E-13	1.41531E-13	down-regulation
C15orf48	1.3097E-15	1.32787E-15	down-regulation
GNB4	1.68546E-31	1.19954E-30	up-regulation
CPLX1	4.70122E-20	8.05278E-20	up-regulation
TNFSF13B	3.26386E-07	1.22637E-07	up-regulation
SYT4	3.13215E-07	1.17896E-07	down-regulation
PVRL4	2.41203E-16	2.65058E-16	down-regulation
PKIB	4.77758E-25	1.48214E-24	down-regulation
PPAPDC1B	3.07844E-25	9.8015E-25	down-regulation
ZNF700	4.08005E-35	4.98626E-34	down-regulation
TMEM133	9.66732E-18	1.24651E-17	down-regulation
LNX1	4.32842E-26	1.53876E-25	down-regulation
C2orf40	1.58893E-07	6.18608E-08	up-regulation
C19orf33	1.65331E-20	2.99299E-20	down-regulation
KCNK6	3.44154E-15	3.30817E-15	down-regulation
SPINK7	6.48373E-10	3.31835E-10	down-regulation
GPC6	2.95023E-31	1.99782E-30	up-regulation
GPR84	4.80656E-16	5.1072E-16	up-regulation
TMEM27	5.59467E-09	2.5695E-09	down-regulation
SLC41A2	4.63366E-43	2.24249E-41	down-regulation
PCDHB10	9.92314E-19	1.46235E-18	up-regulation
SUCNR1	0.001015859	0.000246143	down-regulation
CHRDL2	8.79423E-39	1.9229E-37	up-regulation
CCL28	6.28584E-25	1.92212E-24	down-regulation
NMUR2	3.91874E-05	1.13981E-05	down-regulation
BOC	2.84934E-32	2.28809E-31	up-regulation
MRPS36	1.52139E-27	6.43606E-27	down-regulation
MAGI3	3.31747E-16	3.5784E-16	down-regulation
ANGPTL1	1.19481E-16	1.37153E-16	up-regulation
HOTS	8.83989E-37	1.41347E-35	up-regulation
CFL2	2.11246E-23	5.30991E-23	up-regulation
MS4A8	6.35205E-19	9.55088E-19	down-regulation
MAP1LC3A	2.2437E-23	5.62423E-23	up-regulation
TMTC1	6.57177E-20	1.10586E-19	up-regulation
CARD6	2.15642E-34	2.37184E-33	down-regulation
NIPSNAP3A	1.65743E-27	6.99527E-27	down-regulation
AGPAT9	1.56822E-09	7.68064E-10	down-regulation
RAB11FIP4	3.37441E-35	4.15186E-34	down-regulation
MRVI1	2.38679E-21	4.71855E-21	up-regulation
SLC44A2	9.05502E-21	1.68634E-20	down-regulation
H19	1.61053E-38	3.39866E-37	up-regulation
MIR675	1.61053E-38	3.37902E-37	up-regulation
MAL2	7.99664E-22	1.65574E-21	down-regulation
SEPN1	3.51528E-22	7.60387E-22	up-regulation
TTYH3	4.71244E-23	1.12753E-22	up-regulation
CYSTM1	1.04188E-33	1.03043E-32	down-regulation
SULF2	2.77545E-11	1.66953E-11	up-regulation
SMIM15	2.30273E-32	1.89098E-31	down-regulation
KIAA1522	1.8558E-43	9.76223E-42	down-regulation
GPT2	2.68389E-14	2.30954E-14	down-regulation
TMEM173	2.5573E-24	7.18988E-24	up-regulation
PPP1R18	5.85188E-17	6.97778E-17	up-regulation
SUDS3	1.89701E-31	1.32925E-30	down-regulation
IGSF8	5.11007E-23	1.21625E-22	up-regulation
LOC389831	1.3985E-10	7.71909E-11	down-regulation
C12orf75	3.05117E-29	1.6097E-28	down-regulation
CPNE2	1.6798E-31	1.19786E-30	up-regulation
CCDC80	6.98043E-41	2.22251E-39	up-regulation
TRAPPC1	5.40162E-43	2.54625E-41	up-regulation
OCIAD2	1.82699E-20	3.29755E-20	down-regulation
FAM104A	2.3256E-16	2.56103E-16	down-regulation
MCU	1.46206E-26	5.47658E-26	down-regulation
FBXO32	8.39069E-36	1.12382E-34	up-regulation
MTERF2	5.12706E-22	1.08828E-21	down-regulation
C1QC	1.34945E-19	2.20039E-19	up-regulation
SH3BGRL2	6.16674E-24	1.6374E-23	down-regulation
ESAM	5.50623E-24	1.47062E-23	up-regulation
MIR100HG	4.6525E-17	5.61031E-17	up-regulation
CSRP2BP	1.36949E-15	1.38501E-15	down-regulation
PET117	8.80467E-18	1.14177E-17	down-regulation
ABHD17C	1.65039E-21	3.31143E-21	down-regulation
TMEM128	4.02517E-26	1.438E-25	down-regulation
FRMD6	2.51241E-22	5.56728E-22	up-regulation
SCAF1	6.38262E-26	2.2233E-25	up-regulation
SHROOM3	1.11492E-32	9.52186E-32	down-regulation
SH3RF1	8.73567E-20	1.45181E-19	down-regulation
SLC45A4	3.91878E-17	4.76033E-17	down-regulation
SLAIN1	2.14015E-19	3.40553E-19	down-regulation
COL12A1	5.65351E-38	1.13372E-36	up-regulation
CTHRC1	1.2786E-32	1.08432E-31	up-regulation
FAM83D	7.70307E-13	5.53765E-13	up-regulation
BRI3BP	1.01287E-23	2.63163E-23	down-regulation
SYNPO2	2.64356E-22	5.83653E-22	up-regulation
PLEKHH1	3.88696E-24	1.06318E-23	down-regulation
TMEM125	7.71933E-33	6.70301E-32	down-regulation
NCEH1	1.6412E-25	5.40074E-25	down-regulation
KIF21A	1.0926E-40	3.33258E-39	down-regulation
NAPEPLD	2.61119E-46	2.15403E-44	down-regulation
SELM	7.69236E-27	2.999E-26	up-regulation
OTUD1	2.39517E-12	1.62772E-12	down-regulation
TTC7B	5.31637E-15	4.99267E-15	up-regulation
FMNL2	7.89172E-30	4.47567E-29	up-regulation
TMEM45B	2.6513E-08	1.1367E-08	down-regulation
CLEC14A	1.78324E-30	1.11404E-29	up-regulation
SVIP	1.12E-22	2.58273E-22	down-regulation
DNER	0.026179128	0.005269312	down-regulation
C6orf1	5.71065E-25	1.75362E-24	up-regulation
IFT172	5.68413E-16	5.99753E-16	down-regulation
STARD4	1.18924E-18	1.73425E-18	down-regulation
TMC4	2.48666E-26	9.10773E-26	down-regulation
PAQR8	2.58073E-36	3.73195E-35	down-regulation
CREB3L4	4.76556E-11	2.78093E-11	down-regulation
PPIL4	5.29402E-26	1.86559E-25	down-regulation
TSTD1	4.73639E-21	9.10086E-21	down-regulation
TMCC3	1.17085E-15	1.19343E-15	down-regulation
LCOR	9.58549E-26	3.2516E-25	down-regulation
PODN	1.14356E-28	5.60154E-28	up-regulation
HINT3	2.29766E-14	1.9942E-14	down-regulation
LOC400043	1.50868E-07	5.89388E-08	down-regulation
RPA3OS	3.6069E-34	3.82803E-33	down-regulation
FHDC1	8.23061E-14	6.66541E-14	down-regulation
CENPV	7.00967E-37	1.13584E-35	down-regulation
PANK1	2.05549E-10	1.11255E-10	down-regulation
ZFAND2A	2.85281E-14	2.44619E-14	down-regulation
ZNF521	3.23703E-15	3.12648E-15	up-regulation
CMPK2	9.00524E-06	2.83955E-06	down-regulation
FLJ23867	5.01865E-24	1.35234E-23	down-regulation
TXNDC16	1.50033E-10	8.24483E-11	down-regulation
SESTD1	4.89192E-22	1.0408E-21	up-regulation
FAHD1	5.615E-12	3.65899E-12	down-regulation
FIBIN	1.22847E-22	2.8239E-22	up-regulation
CHMP4C	4.1969E-30	2.44909E-29	down-regulation
STOX2	1.06349E-18	1.5609E-18	down-regulation
CLMP	5.60461E-26	1.96739E-25	up-regulation
FAM110C	7.68538E-33	6.68954E-32	down-regulation
COMTD1	1.73295E-36	2.59918E-35	down-regulation
C17orf58	1.63021E-15	1.63637E-15	down-regulation
ZDHHC23	2.75121E-36	3.96269E-35	down-regulation
FNDC1	1.74524E-18	2.48612E-18	up-regulation
EAF1	3.10656E-30	1.85457E-29	down-regulation
CXCL17	9.5481E-14	7.65211E-14	down-regulation
PRR15	7.33635E-29	3.65274E-28	down-regulation
NOSTRIN	7.9517E-24	2.08691E-23	down-regulation
PPP1R14A	1.24109E-17	1.57674E-17	up-regulation
ASPHD2	3.56959E-23	8.70728E-23	down-regulation
SLC39A11	1.39085E-19	2.26383E-19	down-regulation
LINC01279	1.03488E-26	3.95395E-26	up-regulation
C11orf96	1.58564E-33	1.53068E-32	up-regulation
ZBTB34	1.42553E-19	2.31715E-19	down-regulation
GHDC	2.89887E-28	1.35592E-27	up-regulation
MIR145	1.0737E-12	7.58794E-13	up-regulation
FAM3B	4.28113E-33	3.8368E-32	down-regulation
RHPN2	1.35625E-17	1.71584E-17	down-regulation
MRAP2	1.43841E-27	6.09922E-27	down-regulation
PDIK1L	1.35886E-20	2.486E-20	down-regulation
CIART	2.51736E-10	1.34886E-10	up-regulation
TMEM119	5.53854E-17	6.61938E-17	up-regulation
RP11-363E7.4	8.13633E-52	1.47661E-49	down-regulation
TSPAN18	4.88495E-22	1.03993E-21	up-regulation
FAM101A	2.93946E-27	1.2083E-26	down-regulation
ZNF664-FAM101A	2.93946E-27	1.20693E-26	down-regulation
PRR24	1.82607E-23	4.61884E-23	up-regulation
USP54	9.34406E-31	6.01344E-30	down-regulation
HES4	2.12063E-32	1.75334E-31	up-regulation
SWSAP1	2.57959E-23	6.42624E-23	down-regulation
MBOAT1	1.27736E-38	2.71134E-37	down-regulation
LOC727820	3.45924E-19	5.38417E-19	up-regulation
LOC102725188	8.15623E-16	8.46807E-16	up-regulation
PPAPDC2	2.75435E-30	1.6718E-29	down-regulation
EFCAB4A	2.74307E-20	4.81918E-20	down-regulation
APTR	5.31779E-21	1.01482E-20	down-regulation
FOXQ1	3.61724E-12	2.40818E-12	down-regulation
SLC16A9	3.96121E-16	4.24376E-16	down-regulation
CMBL	3.75918E-41	1.25179E-39	down-regulation
LNX2	7.24042E-26	2.51486E-25	down-regulation
MB21D2	6.71141E-12	4.3361E-12	down-regulation
GPX8	2.72846E-33	2.53933E-32	up-regulation
EBF1	4.92225E-17	5.91986E-17	up-regulation
FAM3D	1.15125E-06	4.05891E-07	down-regulation
HYLS1	1.34593E-19	2.19562E-19	down-regulation
LRCH2	1.96034E-19	3.12352E-19	up-regulation
TCEAL7	7.91323E-15	7.2623E-15	up-regulation
UBXN11	3.12625E-21	6.11053E-21	up-regulation
ARHGEF37	8.65939E-18	1.12413E-17	down-regulation
ST6GALNAC1	1.78572E-21	3.56718E-21	down-regulation
MRGPRF	6.57328E-23	1.54426E-22	up-regulation
RERG	4.55066E-25	1.41416E-24	up-regulation
LYPD6	6.4157E-09	2.93064E-09	down-regulation
CPXM1	2.91303E-28	1.36079E-27	up-regulation
TRNP1	1.10151E-24	3.26909E-24	down-regulation
ASB2	5.78707E-16	6.10259E-16	up-regulation
SHANK3	2.89569E-30	1.74302E-29	up-regulation
NRK	1.02168E-21	2.09749E-21	up-regulation
LOC100506098	2.33787E-35	2.94643E-34	down-regulation
LINC00261	4.16112E-24	1.13135E-23	down-regulation
ZG16B	1.84486E-09	8.95694E-10	down-regulation
RAB37	9.67221E-10	4.84902E-10	down-regulation
S1PR3	4.87417E-14	4.06516E-14	up-regulation
DISP1	8.28871E-17	9.70179E-17	down-regulation
RSPO3	6.73765E-17	7.96334E-17	up-regulation
SLC44A3	5.55391E-28	2.50732E-27	down-regulation
VSIG2	6.18246E-38	1.20647E-36	down-regulation
AGR3	2.17365E-19	3.45582E-19	down-regulation
RP11-5C23.1	6.29036E-17	7.46141E-17	down-regulation
CTB-50L17.7	1.60063E-22	3.64248E-22	up-regulation
MAP7D2	5.05513E-17	6.06359E-17	down-regulation
EMILIN3	1.11455E-24	3.30242E-24	up-regulation
COLCA2	1.7927E-19	2.86774E-19	down-regulation
LYPD6B	2.33157E-20	4.13022E-20	down-regulation
ALPK2	1.54363E-23	3.93459E-23	up-regulation
SMYD1	4.43247E-22	9.48048E-22	up-regulation
PLIN4	3.05471E-19	4.78531E-19	up-regulation
PLEKHA7	4.56506E-34	4.73418E-33	down-regulation
SH3RF3	5.30388E-21	1.01323E-20	up-regulation
FOXA3	8.57416E-12	5.46852E-12	down-regulation
GABPB2	3.32929E-19	5.19528E-19	down-regulation
MIR29B2	5.9414E-28	2.66567E-27	down-regulation
MIR29C	5.9414E-28	2.66238E-27	down-regulation
C1orf162	7.08072E-14	5.79105E-14	up-regulation
ZNF662	5.01288E-11	2.92103E-11	down-regulation
KIAA1804	1.90901E-22	4.29843E-22	down-regulation
FAM221A	1.78477E-17	2.23769E-17	down-regulation
LINC00116	2.84399E-19	4.46678E-19	down-regulation
CLDN23	8.4582E-14	6.83751E-14	down-regulation
NPTN-IT1	2.12454E-36	3.13471E-35	down-regulation
KBTBD3	4.45764E-25	1.38644E-24	down-regulation
RBPMS2	1.11157E-07	4.41376E-08	up-regulation
SIMC1	4.61591E-17	5.56988E-17	down-regulation
PTGR1	1.66883E-19	2.68259E-19	down-regulation
FAM162B	4.52418E-15	4.28866E-15	up-regulation
MAMDC2	8.98431E-14	7.23382E-14	down-regulation
SH3RF2	1.58013E-27	6.67676E-27	down-regulation
ADAM1A	1.40842E-24	4.1127E-24	down-regulation
PITPNA-AS1	8.72859E-13	6.22434E-13	down-regulation
LOC100507487	1.3974E-14	1.24499E-14	down-regulation
LOC101927184	1.3974E-14	1.24468E-14	down-regulation
CAPN8	5.41874E-35	6.44859E-34	down-regulation
SPATA5	1.77329E-10	9.67741E-11	down-regulation
RP4-635E18.8	6.42358E-22	1.34383E-21	down-regulation
KANK4	6.12855E-09	2.80583E-09	down-regulation
AX746755	4.71794E-09	2.1876E-09	down-regulation
C7orf31	8.56949E-13	6.11448E-13	down-regulation
RASSF6	2.47202E-35	3.094E-34	down-regulation
FDCSP	0.000148458	4.00218E-05	up-regulation
MUM1L1	4.79724E-05	1.37974E-05	down-regulation
C16orf89	5.08886E-08	2.10518E-08	down-regulation
LOC101927720	9.46945E-07	3.36904E-07	down-regulation
RP11-96D1.11	3.43578E-41	1.16549E-39	down-regulation
LDHD	3.96658E-19	6.14223E-19	down-regulation
MFSD4	0.000103657	2.8581E-05	down-regulation
SHISA6	3.16411E-09	1.49852E-09	down-regulation
IGSF9	3.51036E-28	1.62105E-27	down-regulation
LOC100506119	1.13952E-17	1.45432E-17	up-regulation
ANKRD29	1.55784E-07	6.07286E-08	down-regulation
ANO5	5.38216E-18	7.21664E-18	down-regulation
MYOCD	1.93335E-17	2.4148E-17	up-regulation
SAMD13	2.99926E-17	3.69153E-17	down-regulation
SHISA3	1.49025E-15	1.50295E-15	up-regulation
FAM46B	5.37322E-21	1.02432E-20	up-regulation
SDR42E1	4.43572E-29	2.28696E-28	down-regulation
AQP11	1.63019E-05	4.98025E-06	down-regulation
ACOT4	2.19123E-11	1.33291E-11	down-regulation
RP3-508I15.21	5.76266E-13	4.2111E-13	down-regulation
GALNT5	1.59225E-36	2.40806E-35	down-regulation
DISP2	8.65181E-13	6.17201E-13	down-regulation
LRRK2	5.77508E-12	3.75723E-12	up-regulation
SMIM22	3.82115E-42	1.45995E-40	down-regulation
LINC01094	5.63565E-24	1.50187E-23	up-regulation
IRX3	6.38394E-11	3.66871E-11	down-regulation
SALL4	2.14341E-21	4.25361E-21	up-regulation
TMEM220	2.8602E-20	5.01283E-20	down-regulation
ZNF823	3.28811E-30	1.95331E-29	down-regulation
SMIM5	1.66104E-15	1.66456E-15	down-regulation
PROSER2	2.91311E-11	1.74771E-11	down-regulation
LINC00526	8.00017E-16	8.31556E-16	down-regulation
CNTN3	9.87832E-07	3.50798E-07	down-regulation
C4orf48	1.35812E-08	5.99409E-09	up-regulation
LOC644656	1.19754E-21	2.43784E-21	down-regulation
FRMD3	2.62941E-09	1.25677E-09	down-regulation
ENPP6	6.25049E-14	5.14565E-14	down-regulation
BEX5	1.97027E-27	8.23896E-27	down-regulation
C9orf152	1.82957E-14	1.61105E-14	down-regulation
LOC220729	4.53428E-53	1.02862E-50	down-regulation
RSPH1	8.06109E-11	4.5796E-11	down-regulation
SAPCD1-AS1	1.06424E-16	1.2263E-16	down-regulation
XXbac-BPG32J3.18	1.06424E-16	1.22591E-16	down-regulation
LOC285812	1.81058E-13	1.39915E-13	up-regulation
LOC101929855	1.85689E-08	8.09305E-09	down-regulation
SOWAHA	6.55088E-17	7.74764E-17	down-regulation
RP11-173M1.8	3.16295E-15	3.05819E-15	down-regulation
CTB-31O20.2	8.19133E-21	1.53415E-20	down-regulation
RP11-403P17.3	7.50263E-35	8.75629E-34	up-regulation
GLDN	5.86587E-12	3.81152E-12	down-regulation
PIWIL4	1.35279E-26	5.09353E-26	down-regulation
RP11-174G6.5	4.41894E-20	7.59796E-20	down-regulation
LOC145474	6.82505E-22	1.42126E-21	down-regulation
MORC2-AS1	1.00299E-34	1.15206E-33	up-regulation
RP11-297L17.2	6.09931E-09	2.79279E-09	down-regulation
LOC102724356	1.42148E-14	1.26489E-14	down-regulation
RP11-355B11.2	2.51039E-15	2.45868E-15	down-regulation
RP11-108L7.15	4.92153E-14	4.10372E-14	down-regulation
RP11-426C22.5	1.40302E-08	6.1862E-09	down-regulation
LOC102724156	7.2532E-12	4.66703E-12	down-regulation
UNC5CL	1.92755E-24	5.5046E-24	down-regulation
ARX	6.57335E-18	8.6855E-18	down-regulation
LINC00982	3.42713E-09	1.61571E-09	down-regulation
TMEM92	3.11891E-18	4.30768E-18	down-regulation
LINC01082	2.32504E-13	1.77367E-13	down-regulation
DPCR1	1.98067E-35	2.51369E-34	down-regulation
FGF10	4.05976E-21	7.84225E-21	up-regulation
USF1	1.2167E-15	1.23912E-15	down-regulation
THRIL	7.27299E-26	2.52376E-25	down-regulation
HOXC9	4.99128E-26	1.76232E-25	up-regulation
SMIM24	9.6815E-18	1.24789E-17	down-regulation
TTC39B	3.59132E-23	8.75439E-23	down-regulation
PCDHB16	4.57284E-20	7.84771E-20	up-regulation
AK021804	1.08427E-14	9.76562E-15	up-regulation
NIPAL1	3.47528E-11	2.0645E-11	down-regulation
AK025288	1.3483E-36	2.06492E-35	down-regulation
SLITRK6	1.46108E-23	3.72943E-23	down-regulation
MBNL1-AS1	5.28303E-27	2.10029E-26	up-regulation
LINC00543	4.10934E-06	1.3497E-06	down-regulation
MGC24103	8.29153E-17	9.70196E-17	up-regulation
HSBP1L1	1.05486E-20	1.94749E-20	down-regulation
CRB3	3.82652E-24	1.04823E-23	down-regulation
NR2F2-AS1	6.01001E-10	3.0846E-10	up-regulation
ISM1	4.9525E-30	2.86241E-29	up-regulation
AK021977	7.55759E-46	5.4863E-44	up-regulation
FANK1	2.76605E-15	2.69599E-15	down-regulation
RP1-80B9.2	1.26292E-24	3.71774E-24	down-regulation
ZNF630	5.97919E-14	4.9335E-14	down-regulation
THRB-IT1	6.99148E-16	7.31529E-16	down-regulation
LOC100507073	3.33263E-22	7.23465E-22	up-regulation
XXbac-B476C20.9	1.31195E-12	9.17877E-13	down-regulation
LOC101928881	4.0292E-20	6.9608E-20	down-regulation
LOC101929340	1.43813E-15	1.45119E-15	down-regulation
FKBP1A-SDCBP2	1.29207E-30	8.25668E-30	down-regulation
SDCBP2	1.29207E-30	8.24217E-30	down-regulation
LOC728061	3.07154E-36	4.338E-35	up-regulation
FLJ22763	0.045079162	0.008747518	down-regulation
TAS2R43	2.78839E-42	1.12455E-40	up-regulation
VSIG1	3.15143E-35	3.91735E-34	down-regulation
LOC100287497	4.55099E-15	4.31295E-15	up-regulation
RP11-488L18.10	1.5861E-22	3.61169E-22	down-regulation
RBM24	2.01876E-14	1.76479E-14	up-regulation
ILF3-AS1	9.12269E-15	8.29051E-15	down-regulation
CCDC64B	4.36942E-23	1.05379E-22	down-regulation
CHAC2	1.1141E-18	1.63122E-18	down-regulation
FAM73A	3.42391E-22	7.41948E-22	down-regulation
RP11-111M22.3	2.88764E-14	2.47372E-14	down-regulation
MARVELD2	1.47597E-28	7.11458E-28	down-regulation
KRTCAP3	5.77044E-25	1.77048E-24	down-regulation
RNF183	1.18625E-10	6.60685E-11	down-regulation
LINC01003	4.69068E-12	3.08435E-12	down-regulation
RP11-498C9.15	1.62495E-16	1.82941E-16	down-regulation
CCDC58	1.1443E-12	8.05393E-13	down-regulation
FAM83F	1.46631E-20	2.67179E-20	down-regulation
GXYLT2	5.28264E-46	3.9131E-44	up-regulation
HAPLN4	7.05738E-07	2.55215E-07	down-regulation
LOC102724017	2.35909E-29	1.27043E-28	down-regulation
ASB5	1.8613E-15	1.85245E-15	up-regulation
LOC100134091	1.27902E-06	4.48716E-07	down-regulation
LOC102724923	1.27902E-06	4.48673E-07	down-regulation
LOC102723779	3.34691E-22	7.2613E-22	down-regulation
LOC101928963	1.05143E-17	1.34615E-17	down-regulation
LOC102723983	6.05757E-18	8.04205E-18	down-regulation
KLB	3.27956E-09	1.54996E-09	down-regulation
ZFP3	1.45168E-28	7.00681E-28	down-regulation
LINC00849	4.01202E-30	2.34876E-29	down-regulation
PRELID2	1.96402E-28	9.34306E-28	down-regulation
LIPH	1.63933E-48	2.20379E-46	down-regulation
C11orf92	5.00411E-12	3.2762E-12	down-regulation
HMCN1	1.65848E-15	1.66245E-15	up-regulation
LOC101930067	8.91516E-05	2.48057E-05	down-regulation
DQX1	4.8282E-12	3.16732E-12	down-regulation
BCL2L15	9.04962E-31	5.8343E-30	down-regulation
SMIM6	1.33548E-32	1.12468E-31	down-regulation
RP11-50B3.4	1.6366E-15	1.64233E-15	up-regulation
GATA6-AS1	4.91577E-17	5.91403E-17	down-regulation
RP4-794H19.1	8.54891E-11	4.83856E-11	down-regulation
GGT6	6.81133E-30	3.89336E-29	down-regulation
LINC00702	1.0505E-15	1.07559E-15	up-regulation
RP11-382B18.4	1.63609E-20	2.96478E-20	down-regulation
LOC101927263	1.95291E-07	7.52326E-08	up-regulation
TMED6	5.17873E-08	2.13846E-08	down-regulation
DEGS2	4.64877E-21	8.9467E-21	down-regulation
RP11-285J16.1	3.9281E-24	1.07362E-23	down-regulation
