Gene name,Gene stable ID,Gene type
FAM86B2,ENSG00000285397,protein_coding
ADIPOR2,ENSG00000285070,protein_coding
TMEM173,ENSG00000288243,protein_coding
C1R,ENSG00000288512,protein_coding
ATP4B,ENSG00000288359,protein_coding
LSP1,ENSG00000288199,protein_coding
H19,ENSG00000288237,lncRNA
MIR675,ENSG00000288367,miRNA
ISLR,ENSG00000288508,protein_coding
DCAF15,ENSG00000288453,protein_coding
YBX2,ENSG00000288504,protein_coding
SCG5,ENSG00000281931,protein_coding
GREM1,ENSG00000282046,protein_coding
ID3,ENSG00000283060,protein_coding
ZG16B,ENSG00000283056,protein_coding
MED18,ENSG00000284944,protein_coding
FAM86DP,ENSG00000288323,transcribed_unprocessed_pseudogene
C3orf52,ENSG00000285394,protein_coding
